TenCoSo,SoGiayPhep,DiaChi,NgayCap,TinhTrang,TenHinhThuc,SoCCHN_NDD
Phòng khám đa khoa thuộc Công ty TNHH Thương mại Dịch vụ Chăm sóc Sức khỏe Vĩnh Đức,01686/SYT-GPHĐ,"363 Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, TP Hồ Chí Minh",2014-03-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,001150/HCM-CCHN
Công ty TNHH Phòng khám chuyên khoa Nội và Xét nghiệm Việt Thái Hòa,02624/SYT-GPHĐ,"62 Tản Đà, Phường 11, Quận 5, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001155/HCM-CCHN
Phòng khám Nội tổng hợp,03952/SYT-GPHĐ,"306 Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh",2014-11-10 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000928/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02028/SYT-GPHĐ,"6 Trần Điện, Phường 10, Quận 5, TP Hồ Chí Minh",2014-03-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000937/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt (thuộc Công ty TNHH Nha khoa Linh Anh),03582/SYT-GPHĐ,"81 Trần Não, KP 4, Phường Bình An, Quận 2, TP Hồ Chí Minh",2014-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0009383/BYT-CCHN
Phòng khám chuyên khoa Phục hồi chức năng,4571,"1015 Nguyễn Trãi, Phường 14, Quận 5, TP Hồ Chí Minh",2015-06-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phục hồi chức năng,001047/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,00832/SYT-GPHĐ,"24-26 Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, TP Hồ Chí Minh",2013-12-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001073/HCM-CCHN
Phòng khám đa khoa ( thuộc chi nhánh 1 - Công ty TNHH Trung tâm Y khoa Phước An),00008/SYT-GPHĐ,"274 Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh",2015-07-03 0:00:00,Đang hoạt động,Phòng khám đa khoa,001083/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02365/SYT-GPHĐ,"429 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001088/BYT-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình,04506/SYT-GPHĐ,"2189 Huỳnh Tấn Phát, KP7, T.T.Nhà Bè , Huyện Nhà Bè, TP Hồ Chí Minh",2015-05-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,0011565/BYT-CCHN
Phòng khám nội tổng hợp ,05001/SYT-GPHĐ,"3/7A Chánh Hưng, Phường 4, Quận 8, TP Hồ Chí Minh",2015-12-02 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0011630/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00468/SYT-GPHĐ,"126 Đặng Nguyên Cẩn, Phường 13, Quận 6, TP Hồ Chí Minh",2013-10-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001168/HCM-CCHN
Phòng khám chuyên khoa Ngoại,03195/SYT-GPHĐ,"7 lô A cư xá Bùi Minh Trực, Phường 5, Quận 8, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,0011707/BYT-CCHN
Phòng khám đa khoa Công ty TNHH Phòng khám Gia đình TPHCM,00019/SYT-GPHĐ,"95 Thảo Điền, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",2013-01-14 0:00:00,Đang hoạt động,Phòng khám đa khoa,000952/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00552/HCM-GPHĐ,"726 Trần Hưng Đạo, Phường 2, Quận 5, TP Hồ Chí Minh",2017-05-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000957/HCM-CCHN
Công ty TNHH Nha khoa KO.SE.I.KAI,00182/SYT-GPHĐ,"21 Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001096/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,01401/SYT-GPHĐ,"88 KP2, Đường số 41, Phường Tân Phong, Quận 7, TP Hồ Chí Minh",2014-02-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001105/HCM-CCHN
Phòng khám chuyên khoa Nội thần kinh,01505/SYT-GPHĐ,"40/9 (số cũ: 36/2) Trần Thị Nghỉ, Phường 7, Quận Gò Vấp, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội thần kinh,001116/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,04908/SYT-GPHĐ,"614 Minh Phụng, Phường 9, Quận 11, TP Hồ Chí Minh",2015-10-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0011749/BYT-CCHN
Bệnh viện Hùng Vương,01377/SYT-GPHĐ,"128 Hồng Bàng, Phường 12, Quận 5, TP Hồ Chí Minh",2015-06-29 0:00:00,Đang hoạt động,Bệnh viện chuyên khoa,001191/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02455/SYT-GPHĐ,"256 Tô Ký, Tổ 24, KP 6, Phường Tân Chánh Hiệp, Quận 12, TP Hồ Chí Minh",2014-04-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001204/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02859/SYT-GPHĐ,"241 Nguyễn Thiện Thuật, Phường 1, Quận 3, TP Hồ Chí Minh",2014-05-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000963/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,03187/SYT-GPHĐ,"152 Lê Văn Lương, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000970/HCM-CCHN
Phòng khám Nội tổng hợp,02822/SYT-GPHĐ,"71D Lạc Long Quân, Phường 5, Quận 11, TP Hồ Chí Minh",2014-05-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000974/HCM-CCHN
Phòng khám chuyên khoa Nhi,00175/SYT-GPHĐ,"29 Lý Văn Phức, Phường Tân Định, Quận 1, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,001117/BYT-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,00691/SYT-GPHĐ,"281/39/12A Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP Hồ Chí Minh",2013-11-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001144/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,04722/HCM-GPHĐ,"38A Nguyễn Lâm, Phường 6, Quận 10, TP Hồ Chí Minh",2017-06-02 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0011440/BYT-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,01011/SYT-GPHĐ,"78 Đường số 9, Cư xá Bình Thới, Phường 8, Quận 11, TP Hồ Chí Minh",2013-12-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001151/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03789/SYT-GPHĐ,"1127 Nguyễn Ảnh Thủ, tổ 1, khu phố 1, Phường Trung Mỹ Tây, Quận 12, TP Hồ Chí Minh",2015-09-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001208/BYT-CCHN
Phòng khám Chẩn đoán hình ảnh,04450/SYT-GPHĐ,"28/3C Trường Chinh, tổ 37, khu phố 3, Phường Tân Thới Nhất, Quận 12, TP Hồ Chí Minh",2015-04-23 0:00:00,Đang hoạt động,Phòng khám Chẩn đoán hình ảnh,0012167/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02893/SYT-GPHĐ,"890A Nguyễn Trãi, Phường 14, Quận 5, TP Hồ Chí Minh",2014-05-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001218/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00934/SYT-GPHĐ,"243/12 Chu Văn An, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh",2013-12-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000987/HCM-CCHN
Phòng khám đa khoa thuộc Chi nhánh Công ty Cổ phần Bệnh viện đa khoa Quốc tế Hạnh Phúc,04705/SYT-GPHĐ,"Tòa nhà Belco, số 97 Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",2015-08-04 0:00:00,Đang hoạt động,Phòng khám đa khoa,012733/HCM-CCHN
Phòng khám Nội tổng hợp ,03112/SYT-GPHĐ,"334C Hồng Bàng, Phường 15, Quận 5, TP Hồ Chí Minh",2015-11-16 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000990/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01662/SYT-GPHĐ,"03 Nguyễn Văn Mai, Phường 8, Quận 3, TP Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001224/HCM-CCHN
Phòng khám Nội tổng hợp ,03123/SYT-GPHĐ,"22 Đường 61, Phường Phước Long B, Quận 9, TP Hồ Chí Minh",2014-07-14 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001232/HCM-CCHN
Phòng khám Nội tổng hợp,02995/SYT-GPHĐ,"Lô B8 Trường Sơn - CXBH, Phường 15, Quận 10, TP Hồ Chí Minh",2014-06-17 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001233/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01014/SYT-GPHĐ,"279 (số cũ: 291) Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2013-12-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001245/HCM-CCHN
Phòng khám Nội tổng hợp ,04464/SYT-GPHĐ,"85 Phạm Hữu Chí, Phường 12, Quận 5, TP Hồ Chí Minh",2015-05-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0011521/BYT-CCHN
Phòng khám Nội tổng hợp,03477/SYT-GPHĐ,"2 Đường số 5, KDC Him Lam, Ấp 4A, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",2015-07-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0011597/BYT-CCHN
Phòng khám chuyên khoa tâm thần,03256/SYT-GPHĐ,"36 Đường số 16 - Cư xá Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh",2014-07-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tâm thần,001162/HCM-CCHN
Phòng khám chuyên khoa Mắt,00741/SYT-GPHĐ,"12 D4, Lầu 2 Cư xá 304, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",2013-12-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,001169/HCM-CCHN
Phòng khám Nội tổng hợp ,02005/SYT-GPHĐ,"Kios 07 Khu D Chợ Hưng Long, Xã Hưng Long, Huyện Bình Chánh, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001170/HCM-CCHN
Phòng khám Nội tổng hợp,03409/SYT-GPHĐ,"69C (số cũ 65A) Trần Quang Cơ, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2014-09-24 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0011728/BYT-CCHN
Phòng khám Nội tổng hợp,02682/SYT-GPHĐ,"532 Ngô Gia Tự, Phường 9, Quận 5, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001174/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01593/SYT-GPHĐ,"139 Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001001/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01078/SYT-GPHĐ,"181 Khánh Hội, Phường 3, Quận 4, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001003/HCM-CCHN
Phòng khám chuyên khoa Ung Bướu ,02537/HCM-GPHĐ,"41 Nguyễn Huy Lượng, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh",2017-05-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ung bướu,001004/HCM-CCHN
Phòng khám Nội tổng hợp,03849/SYT-GPHĐ,"45D/16 Đường D5, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001246/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,05019/SYT-GPHĐ,"273 Lãnh Binh Thăng, Phường 12, Quận 11, TP Hồ Chí Minh",2015-12-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001247/BYT-CCHN
PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA,02742/SYT-GPHĐ,"251 Dương Bá Trạc, Phường 1, Quận 8, TP Hồ Chí Minh",2014-05-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001249/BYT-CCHN
Phòng khám Nội tổng hợp,00073/SYT-GPHĐ,"335 Kinh Dương Vương, Khu phố 6, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh",2013-04-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001250/HCM-CCHN
Phòng khám Nội tổng hợp,4771,"15/2B Huỳnh Tấn Phát, Ấp 3, Xã Phú Xuân, Huyện Nhà Bè, TP Hồ Chí Minh",2015-08-20 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0011764/BYT-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01907/SYT-GPHĐ,"143/11 Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, TP Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001184/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,03086/SYT-GPHĐ,"1263 Phạm Thế Hiển, Phường 5, Quận 8, TP Hồ Chí Minh",2014-07-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001190/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00514/SYT-GPHĐ,"159 Cao Đạt, Phường 1, Quận 5, TP Hồ Chí Minh",2013-10-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001020/HCM-CCHN
Phòng khám chuyên khoa Mắt ,01149/SYT-GPHĐ,"31A Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2015-04-01 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,001021/HCM-CCHN
PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN ,01214/SYT-GPHĐ,"56/23 Đường 61, KP3, Phường Phước Long B, Quận 9, TP Hồ Chí Minh",2014-01-22 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,001025/HCM-CCHN
Phòng khám chuyên khoa Nội tim mạch,04102/SYT-GPHĐ,"724 Tân Kỳ Tân Quý, Khu phố 5, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh",2014-12-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội Tim mạch,0010455/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00400/SYT-GPHĐ,"61/10A Xóm Chiếu, Phường 18, Quận 4, TP Hồ Chí Minh",2013-10-03 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001253/HCM-CCHN
Phòng khám chuyên khoa Chấn thương chỉnh hình,02235/SYT-GPHĐ,"28B Mạc Cửu, Phường 13, Quận 5, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,001259/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,02988/SYT-GPHĐ,"351 Hồng Bàng, Phường 11, Quận 5, TP Hồ Chí Minh",2014-06-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,001266/BYT-CCHN
Phòng khám chuyên khoa Răng hàm mặt,03185/SYT-GPHĐ,"739 Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001266/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00442/SYT-GPHĐ,"103 Mai Thị Lựu, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2013-10-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001065/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA UNG BƯỚU,00167/SYT-GPHĐ,"16 Nguyễn Huy Lượng, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ung bướu,001068/HCM-CCHN
Phòng khám Nội tổng hợp,02824/SYT-GPHĐ,"66 Bế Văn Đàn, Phường 14, Quận Tân Bình, TP Hồ Chí Minh",2014-05-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001069/HCM-CCHN
Phòng khám Nội tổng hợp,02170/SYT-GPHĐ,"103 Bình Quới, Phường 27, Quận Bình Thạnh, TP Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001075/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03050/SYT-GPHĐ,"512 Lê Văn Sỹ, Phường 14, Quận 3, TP Hồ Chí Minh",2014-07-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001192/HCM-CCHN
Phòng khám Nội tổng hợp ,00090/SYT-GPHĐ,"284 Đỗ Ngọc Thạnh, Phường 4, Quận 11, TP Hồ Chí Minh",2013-05-04 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001197/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,00749/SYT-GPHĐ,"Số 40 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh",2013-11-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001202/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02244/SYT-GPHĐ,"324 Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001206/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00522/SYT-GPHĐ,"356A Khu phố 1, Lê Văn Lương, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh",2013-10-31 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001289/HCM-CCHN
Phòng khám Nội tổng hợp,03820/SYT-GPHĐ,"219/27A Đất Thánh, Phường 6, Quận Tân Bình, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001301/HCM-CCHN
Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,239,"290-292 Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Phẫu thuật thẩm mỹ,001098/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,00152/SYT-GPHĐ,"29 Tuệ Tĩnh, Phường 13, Quận 11, TP Hồ Chí Minh",2013-07-02 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001099/HCM-CCHN
Phòng khám đa khoa Công ty TNHH bệnh viện Quốc tế Chấn thương chỉnh hình Sài Gòn - PKĐK SaiGon - ITO,00033/SYT-GPHĐ,"800-802 Trần Hưng Đạo, Phường 7, Quận 5, TP Hồ Chí Minh",2013-02-06 0:00:00,Đang hoạt động,Phòng khám đa khoa,001107/HCM-CCHN
Phòng khám Nội tổng hợp,02391/SYT-GPHĐ,"9/2B Khu phố 5, T.T.Nhà Bè , Huyện Nhà Bè, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001108/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,03312/SYT-GPHĐ,"489A/18 Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001207/HCM-CCHN
Phòng khám chuyên khoa Ung Bướu ,04729/SYT-GPHĐ,"19 Trần Văn Hoàng, Phường 9, Quận Tân Bình, TP Hồ Chí Minh",2015-08-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ung bướu,0012137/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,4822,"206 Tỉnh lộ 8, tổ 10, khu phố 2, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh",2015-09-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001214/BYT-CCHN
phòng khám nội tổng hợp ,04226/SYT-GPHĐ,"Tổ 2, Khu phố 1, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh",2015-02-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001308/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,04889/SYT-GPHĐ,"65 Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh",2015-10-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0013099/BYT-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00518/SYT-GPHĐ,"391/5 Sư Vạn Hạnh (nối dài), Phường 12, Quận 10, TP Hồ Chí Minh",2014-09-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001322/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,04000/SYT-GPHĐ,"44 (số cũ 65/4) Lê Lâm, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2014-11-10 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001216/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03699/SYT-GPHĐ,"232/20 Lý Thường Kiệt, Phường 14, Quận 10, TP Hồ Chí Minh",2014-10-27 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001216/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,04815/SYT-GPHĐ,"327 Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, TP Hồ Chí Minh",2015-09-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001219/BYT-CCHN
Phòng khám Nội tổng hợp,02230/SYT-GPHĐ,"465 Đỗ Xuân Hợp, KP 5, Phường Phước Long B, Quận 9, TP Hồ Chí Minh",2014-04-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001114/HCM-CCHN
PHÒNG KHÁM NỘI TỔNG HỢP,00260/SYT-GPHĐ,"101/66 Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP Hồ Chí Minh",2013-08-14 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001122/HCM-CCHN
Phòng khám chuyên khoa Ngoại (Chấn thương chỉnh hình),01739/SYT-GPHĐ,"P10 (Tầng trệt) 70 Bà Huyện Thanh Quang, Phường 7, Quận 3, TP Hồ Chí Minh",2014-02-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,001124/BYT-CCHN
Phòng khám Nội tổng hợp,00022/SYT-GPHĐ,"028 lô B Chung cư Gò Dầu 2, Phường Tân Sơn Nhì, Quận Tân Phú, TP Hồ Chí Minh",2013-01-16 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001322/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01293/SYT-GPHĐ,"04 Đường số 24A KPC An Dương Vương, Phường 10, Quận 6, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,001323/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02878/SYT-GPHĐ,"88 Lê Đức Thọ, Phường 6, Quận Gò Vấp, TP Hồ Chí Minh",2014-05-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001329/HCM-CCHN
PHÒNG KHÁM NỘI TỔNG HỢP ,01068/SYT-GPHĐ,"160 Lê Hoàng Phái, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2015-08-14 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001339/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00551/SYT-GPHĐ,"154 Tôn Đản, Phường 8, Quận 4, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,001225/HCM-CCHN
Phòng khám Nội tổng hợp,02492/SYT-GPHĐ,"51 Đường 12, Khu phố 3, Phường Bình An, Quận 2, TP Hồ Chí Minh",2014-05-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,001226/HP-CCHN
