"TenCoSo","SoGiayPhep","DiaChi","NgayCap","TinhTrang","TenHinhThuc","SoCCHN_NDD"
"Phòng khám chuyên khoa Mắt","00039/SYT-GPHĐ","68/282A Trần Quang Khải, Phường Tân Định, Quận 1, TP Hồ Chí Minh","2013-02-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","000105/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","00751/SYT-GPHĐ","412 Lê Văn Sỹ, Phường 2, Quận Tân Bình, TP Hồ Chí Minh","2013-11-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000107/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","02877/SYT-GPHĐ","305/13 Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP Hồ Chí Minh","2014-05-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000108/HCM-CCHN"
"Phòng khám Nội tổng hợp","00233/SYT-GPHĐ","766B/21 Lạc Long Quân, Phường 9, Quận Tân Bình, TP Hồ Chí Minh","2013-08-08 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000110/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","00737/SYT-GPHĐ","979 Hồng Bàng, Phường 9, Quận 6, TP Hồ Chí Minh","2013-12-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000112/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","00597/SYT-GPHĐ","369 Lê Hồng Phong, Phường 2, Quận 10, TP Hồ Chí Minh","2013-11-05 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000129/HCM-CCHN"
"","00076/SYT-GPHĐ","165 Đường 204 Cao Lỗ, Phường 4, Quận 8, TP Hồ Chí Minh","2013-04-26 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000136/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt thuộc Chi nhánh Công ty TNHH Thương mai Dịch vụ Logident","03537/SYT-GPHĐ","42 Đặng Thị Nhu, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh","2016-09-19 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000141/HCM-CCHN"
"Phòng khám đa khoa thuộc Chi nhánh Công ty TNHH Thương mại Dược phẩm Hoàng Khang - Phòng khám chữa bệnh đa khoa Minh Đức","00028/SYT-GPHĐ","34- 35 lô B, Đường số 3,  Khu dân cư Bình Phú, Phường 10, Quận 6, TP Hồ Chí Minh","2013-01-25 00:00:00","Đang hoạt động","Phòng khám đa khoa","000143/HCM-CCHN"
"Phòng khám đa khoa (thuộc Công ty TNHH Một thành viên Thương mại - Dịch vụ Y tế Tân Bình)","00135/HCM-GPHĐ","Lô II-6 Cụm 2 Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TP Hồ Chí Minh","2017-10-04 00:00:00","Đang hoạt động","Phòng khám đa khoa","003436/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00320/SYT-GPHĐ","204 Lê Đình Cẩn, Khu phố 6, Phường Tân Tạo, Quận Bình Tân, TP Hồ Chí Minh","2015-10-02 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000149/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt (Thuộc Công ty TNHH Nha khoa Saido)","00220/HCM-GPHĐ","258 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, TP Hồ Chí Minh","2017-08-31 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000154/HCM-CCHN"
"Phòng khám Nội tổng hợp","01153/SYT-GPHĐ","35/10 Khu phố 4, T.T.Nhà Bè , Huyện Nhà Bè, TP Hồ Chí Minh","2013-12-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000156/HCM-CCHN"
"Phòng khám đa khoa (thuộc Chi nhánh Công ty TNHH Y tế Năm Bốn Tám)","00078","558 Nguyễn Chí Thanh, Phường 7, Quận 11, TP Hồ Chí Minh","2013-04-26 00:00:00","Đang hoạt động","Phòng khám đa khoa","000159/HCM-CCHN"
"Phòng khám đa khoa ( Thuộc Chi nhánh 3 - Công ty TNHH Trung tâm y khoa Phước An)","00055/SYT-GPHĐ","95A Phan Đăng Lưu, Phường 7, Quận Phú Nhuận, TP Hồ Chí Minh","2013-04-10 00:00:00","Đang hoạt động","Phòng khám đa khoa","000161/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ( thuộc Công ty TNHH Một thành viên Lâm Nga)","03569/SYT-GPHĐ","251 Đường số 9A, Khu dân cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh","2015-07-10 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0001620/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","00608/SYT-GPHĐ","23 Chiêu Anh Các, Phường 5, Quận 5, TP Hồ Chí Minh","2013-11-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000163/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","00419/SYT-GPHĐ","14G' Nguyễn Thị Tần, Phường 2, Quận 8, TP Hồ Chí Minh","2013-10-09 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","000169/HCM-CCHN"
"Phòng khám Nội tổng hợp","01076/SYT-GPHĐ","126 đường Liên khu 5-6, Khu phố 5, Phường Bình Hưng Hòa B , Quận Bình Tân, TP Hồ Chí Minh","2016-10-04 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","0001743/HCM-CCHN"
"phòng khám nội tim mạch","04255/SYT-GPHĐ","257 Hòa Hảo, Phường 4, Quận 10, TP Hồ Chí Minh","2015-02-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nội Tim mạch","000186/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00613/SYT-GPHĐ","173 Vĩnh Viễn, Phường 4, Quận 10, TP Hồ Chí Minh","2013-11-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000193/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","00485/SYT-GPHĐ","248 Khu phố 3 Quốc lộ 1A, Phường Bình Hưng Hòa B , Quận Bình Tân, TP Hồ Chí Minh","2013-10-23 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000200/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu ","03125/SYT-GPHĐ","905A Hồng Bàng, Phường 9, Quận 6, TP Hồ Chí Minh","2014-07-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","000212/HCM-CCHN"
"None","00187/SYT-GPHĐ","165/56 Nguyễn Thái Bình, P.Nguyễn Thái Bình, Quận 1, TP.Hồ Chí Minh","2013-07-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000213/HCM-CCHN"
"","00069/SYT-GPHĐ","21 Trương Vĩnh Ký, Phường Tân Thành, Quận Tân Phú, TP Hồ Chí Minh","2013-04-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000215/HCM-CCHN"
"Phòng khám chuyên khoa Phục hồi chức năng","03448","24/2 Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, TP Hồ Chí Minh","2014-09-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phục hồi chức năng","000233/HCM-CCHN"
"Phòng khám Nội tổng hợp ","01621/SYT-GPHĐ","22 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP Hồ Chí Minh","2014-02-20 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000243/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt Công ty TNHH Nha khoa I-Dent","04447","19V Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, TP Hồ Chí Minh","2015-04-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0002468/TG-CCHN"
"Phòng khám chuyên khoa Mắt","01837/SYT-GPHĐ","70 Đường 8, KP3, Phường Linh Trung, Quận Thủ Đức, TP Hồ Chí Minh","2014-03-18 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","000248/HCM-CCHN"
"Phòng khám chuyên khoa Sản Phụ khoa ","00447/SYT-GPHĐ","416/20 Âu Cơ, Phường 10, Quận Tân Bình, TP Hồ Chí Minh","2013-10-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000263/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00467/SYT-GPHĐ","42/32 Hoàng Diệu, Phường 12, Quận 4, TP Hồ Chí Minh","2016-09-07 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000266/HCM-CCHN"
"PHÒNG KHÁM NỘI TỔNG HỢP ","03286/SYT-GPHĐ","827 Hưng Phú, Phường 10, Quận 8, TP Hồ Chí Minh","2014-08-13 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","0002725/BYT-CCHN"
"Phòng khám Nội tổng hợp ","01620/SYT-GPHĐ","280 Khánh Hội, Phường 5, Quận 4, TP Hồ Chí Minh","2014-02-20 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000280/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","00470/SYT-GPHĐ","369 Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh","2013-10-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000285/HCM-CCHN"
"Phòng khám Nội tổng hợp","03804/SYT-GPHĐ","14 Đặng Dung, Phường Tân Định, Quận 1, TP Hồ Chí Minh","2014-10-30 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000289/HCM-CCHN"
"Phòng khám chuyên khoa Nhi","00321/SYT-GPHĐ","F002 Khu phố Mỹ Phước, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2013-09-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000313/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00017/SYT-GPHĐ","50 Trần Khắc Chân, Phường Tân Định, Quận 1, TP Hồ Chí Minh","2015-08-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000316/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","01698/SYT-GPHĐ","549 Nguyễn Thị Thập, KP2, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2014-02-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000320/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu Chi nhánh 2 Công ty TNHH Sản xuất - Thương mại & Hóa chất Phương Đông","00133/SYT-GPHĐ","3 Phùng Khắc Khoan, Phường Đa Kao, Quận 1, TP Hồ Chí Minh","2014-10-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","000325/CT-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01427/SYT-GPHĐ","456 Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TP Hồ Chí Minh","2014-02-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000329/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","00469/SYT-GPHĐ","426/1B Nguyễn Văn Luông, Phường 12, Quận 6, TP Hồ Chí Minh","2013-10-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000331/HCM-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH Tân Quy","01692/SYT-GPHĐ","28/7 Ấp 1, Xã Tân Thạnh Tây, Huyện Củ Chi, TP Hồ Chí Minh","2014-02-19 00:00:00","Đang hoạt động","Phòng khám đa khoa","000336/TNI-CCHN"
"Phòng Khám chuyên khoa Nhi","02003/SYT-GPHĐ","107/18 Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, TP Hồ Chí Minh","2014-03-19 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000337/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","01184/SYT-GPHĐ","10C Kỳ Đồng, Phường 9, Quận 3, TP Hồ Chí Minh","2013-12-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000340/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","02205/SYT-GPHĐ","21A Nguyễn Văn Quá, tổ 1, khu phố 2A, Phường Đông Hưng Thuận, Quận 12, TP Hồ Chí Minh","2015-07-03 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000346/HCM-CCHN"
"Phòng khám Nội tổng hợp","02130/SYT-GPHĐ","258 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, TP Hồ Chí Minh","2014-04-15 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000348/HCM-CCHN"
"Phòng khám chuyên khoa Nhi ","00797/SYT-GPHĐ","61 Khiếu Năng Tĩnh, KP5, Phường An Lạc A , Quận Bình Tân, TP Hồ Chí Minh","2013-12-06 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000358/HCM-CCHN"
"Phòng khám Nội tổng hợp ","00157/SYT-GPHĐ","13 (số cũ A19/1) Đường 41, Khu phố 6, Phường Bình Thuận, Quận 7, TP Hồ Chí Minh","2013-07-02 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000361/HCM-CCHN"
"Phòng Khám chuyên khoa Nhi","00049/SYT-GPHĐ","28 (số cũ 22C) Đường số 51, Phường 14, Quận Gò Vấp, TP Hồ Chí Minh","2013-04-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","000365/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu ","01909/SYT-GPHĐ","10 Trương Quyền, Phường 6, Quận 3, TP Hồ Chí Minh","2016-12-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","000374/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","01083/SYT-GPHĐ","Số 36 Đường số 2, Phường 4, Quận 4, TP Hồ Chí Minh","2013-12-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000379/HCM-CCHN"
"PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA","02984/SYT-GPHĐ","134/1 Tô Hiến Thành, Phường 15, Quận 10, TP Hồ Chí Minh","2014-06-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000382/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","04909/SYT-GPHĐ","646 Phạm Văn Chiêu, Phường 13, Quận Gò Vấp, TP Hồ Chí Minh","2015-10-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000384/HCM-CCHN"
"Phòng khám Nội tổng hợp","01908/SYT-GPHĐ","804 Lê Văn Lương, Ấp 1, Xã Phước Kiểng, Huyện Nhà Bè, TP Hồ Chí Minh","2014-04-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000385/HCM-CCHN"
"Phòng khám Nội tổng hợp","02206/SYT-GPHĐ","73/7E Khu phố 4, Phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh","2014-04-18 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000387/HCM-CCHN"
"Phòng khám chuyên khoa Sản Phụ khoa","03100","108/1/24 Đường số 10, Phường 9, Quận Gò Vấp, TP Hồ Chí Minh","2015-09-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000404/BĐ-CCHN"
"Cơ sở dịch vụ tiêm chích thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","04199/SYT-GPHĐ","47/1 Quốc lộ 1K, Khu phố 2, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh","2015-01-14 00:00:00","Đang hoạt động","Cơ sở dịch vụ tiêm (chích), thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","0004050/BD-CCHN"
"Phòng khám chuyên khoa Nhi","04963/SYT-GPHĐ","10/5 Hà Huy Giáp, tổ 10, khu phố 2, Phường Thạnh Lộc, Quận 12, TP Hồ Chí Minh","2015-10-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","0004093/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","00524","1149 Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh","2013-10-31 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000410/HCM-CCHN"
"Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","04666/SYT-GPHĐ","408/1A Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP Hồ Chí Minh","2015-07-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","0004110/HCM-CCHN"
"PHÒNG KHÁM NỘI TỔNG HỢP ","01157/SYT-GPHĐ","3/5/3 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh","2013-12-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000412/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","04711/HCM-GPHĐ","311 - M5 Đường G, Khu phố 1, Phường An Phú, Quận 2, TP Hồ Chí Minh","2017-06-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","0004481/HCM-CCHN"
"Phòng khám chuyên khoa Chấn thương chỉnh hình ","01743/SYT-GPHĐ","108/24 Nguyễn Thiện Thuật, Phường 2, Quận 3, TP Hồ Chí Minh","2014-02-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Chấn thương chỉnh hình ","000455/HCM-CCHN"
"Phòng khám chuyên khoa Tâm Thần ","02732/SYT-GPHĐ","4 (số cũ: 2B) Bà Triệu, Phường 12, Quận 5, TP Hồ Chí Minh","2014-05-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tâm thần","000465/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt ","00149/SYT-GPHĐ","161 Ngô Quyền, Phường 6, Quận 10, TP Hồ Chí Minh","2013-07-02 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000467/BYT-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH POLYCARE","00409","07-09 Khu Biệt Thự Ngân Long, Đường Nguyễn Hữu Thọ, Xã Phước Kiểng, Huyện Nhà Bè, TP Hồ Chí Minh","2014-12-18 00:00:00","Đang hoạt động","Phòng khám đa khoa","000469/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","00603/SYT-GPHĐ","30 Kim Biên, Phường 13, Quận 5, TP Hồ Chí Minh","2013-11-07 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","000471/HCM-CCHN"
"Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","00617/SYT-GPHĐ","547A Đường 3-2, Phường 8, Quận 10, TP Hồ Chí Minh","2013-11-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","000479/HCM-CCHN"
"Phòng khám Nội tổng hợp","02171/SYT-GPHĐ","E9/18 Khu phố 5, T.T Tân Túc , Huyện Bình Chánh, TP Hồ Chí Minh","2014-04-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000480/HCM-CCHN"
"Phòng khám Nội tổng hợp","00528/SYT-GPHĐ","163/4 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh","2013-10-31 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000491/HCM-CCHN"
"Phòng khám chuyên khoa Mắt ","04487/SYT-GPHĐ","753/7 Khu phố 2, Tỉnh lộ 10, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh","2015-05-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","000499/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","03756/SYT-GPHĐ","342 Đặng Đức Thuật, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2014-10-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000501/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","05029/SYT-GPHĐ","48 Đường số 7 nối dài, Phường Tân Tạo A , Quận Bình Tân, TP Hồ Chí Minh","2015-12-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","0005044/HCM-CCHN"
"Phòng khám chuyên khoa Răng Hàm Mặt","01497/SYT-GPHĐ","99 Đặng Văn Ngữ, Phường 14, Quận Phú Nhuận, TP Hồ Chí Minh","2014-02-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","000526/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","02039/SYT-GPHĐ","162/4 Tôn Thất Hiệp, Phường 13, Quận 11, TP Hồ Chí Minh","2014-03-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000531/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","02229/SYT-GPHĐ","12/5 Cư xá Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh","2014-04-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000534/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng ","00127/SYT-GPHĐ","34A Đường 9, KP4, Phường Bình Chiểu, Quận Thủ Đức, TP Hồ Chí Minh","2013-06-04 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000538/BYT-CCHN"
"Phòng khám Nội tổng hợp ","04435/SYT-GPHĐ","411/6 Lê Đại Hành, Phường 11, Quận 11, TP Hồ Chí Minh","2015-04-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000544/HCM-CCHN"
"Phòng khám Nội tổng hợp","04499/SYT-GPHĐ","114/19/4 Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh","2015-05-11 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","000546/BYT-CCHN"
"PHÒNG KHÁM TAI MŨI HỌNG","01080/SYT-GPHĐ","233 Chánh Hưng, Phường 4, Quận 8, TP Hồ Chí Minh","2013-12-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000547/HCM-CCHN"
"Phòng khám chuyên khoa Tai Mũi Họng","02179/SYT-GPHĐ","36 Nguyễn Văn Lạc, Phường 19, Quận Bình Thạnh, TP Hồ Chí Minh","2014-04-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","000550/BYT-CCHN"
"Cơ sở dịch vụ tiêm chích thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","03282/SYT-GPHĐ","75 Đề Thám, Phường Cô Giang, Quận 1, TP Hồ Chí Minh","2014-08-13 00:00:00","Đang hoạt động","Cơ sở dịch vụ tiêm (chích), thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","000551/HCM-CCHN"
"Phòng chẩn trị y học cổ truyền","00721/SYT-GPHĐ","157/16/4 Lê Lợi, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh","2014-10-31 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","000562/HCM-CCHN"
"Phòng khám chuyên khoa Sản phụ khoa","04872/SYT-GPHĐ","327/9 Lãnh Binh Thăng, Phường 8, Quận 11, TP Hồ Chí Minh","2015-10-02 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","0005621/HCM-CCHN"
